word,count,corpus,label,Zdenka_old_hand_label
γνώμη,1241,christian_300_600,-1.0,
τροφή,1234,christian_300_600,-1.0,
ἀγάπη,1230,christian_300_600,-1.0,
πέμπω,1226,christian_300_600,-1.0,
ὄψις,1225,christian_300_600,-1.0,
βασίλεια,1217,christian_300_600,-1,
βάρβαρος,1213,christian_300_600,6.0,
ὄρος,1206,christian_300_600,-1.0,
τοσοῦτος,1200,christian_300_600,-1.0,
ὁρίζω,1190,christian_300_600,-1.0,
ἥκω,1187,christian_300_600,-1.0,
δεσπότης,1185,christian_300_600,-1,
φάσκω,1181,christian_300_600,-1.0,
μακάριος,1180,christian_300_600,-1.0,
κατασκευάζω,1159,christian_300_600,-1.0,
ὑποτίθημι,1155,christian_300_600,-1.0,
ὀφθαλμός,1154,christian_300_600,-1.0,
χρῆμα,1152,christian_300_600,4,
ῥῆμα,1147,christian_300_600,-1.0,
ἀποδείκνυμι,1140,christian_300_600,-1.0,
αὐξάνω,1136,christian_300_600,-1.0,
ἐξουσία,1128,christian_300_600,-1.0,
θερμός,1127,christian_300_600,-1.0,
δικαιοσύνη,1126,christian_300_600,-1.0,
ἅπτω,1125,christian_300_600,-1,
καταφατικός,1120,christian_300_600,-1.0,
ἀνθρώπινος,1119,christian_300_600,-1.0,
κρείσσων,1118,christian_300_600,-1.0,
τιμή,1118,christian_300_600,-1.0,
τάξις,1112,christian_300_600,-1.0,
σύνοδος,1103,christian_300_600,-1.0,
ἀπόλλυμι,1102,christian_300_600,5.0,
ἀποφατικός,1096,christian_300_600,7.0,
λογικός,1091,christian_300_600,-1.0,
διαλέγω,1090,christian_300_600,-1.0,
ἔσχατος,1090,christian_300_600,-1.0,
ἱερεύς,1089,christian_300_600,6.0,
εὐαγγέλιον,1083,christian_300_600,-1.0,
χωρέω,1082,christian_300_600,-1.0,
ἁμαρτάνω,1072,christian_300_600,7.0,
ἕλλην,1067,christian_300_600,6,
φυλάσσω,1067,christian_300_600,5,
;,1064,christian_300_600,-1,
εὐσέβεια,1053,christian_300_600,-1.0,
δόγμα,1052,christian_300_600,-1.0,
ἀποστέλλω,1051,christian_300_600,-1.0,
πιστός,1048,christian_300_600,-1.0,
θάλασσα,1044,christian_300_600,-1.0,
ἐπιστολή,1044,christian_300_600,-1.0,
ποῖος,1040,christian_300_600,-1.0,
καταλαμβάνω,1040,christian_300_600,-1.0,
οἰκέω,1040,christian_300_600,-1.0,
περιέχω,1040,christian_300_600,-1.0,
ἀγνοέω,1039,christian_300_600,-1.0,
κύκλος,1039,christian_300_600,-1.0,
ἄτοπος,1039,christian_300_600,-1.0,
δαίμων,1038,christian_300_600,1.0,
ψευδής,1033,christian_300_600,2.0,
εἰρήνη,1029,christian_300_600,-1.0,
μετέχω,1025,christian_300_600,-1.0,
δοῦλος,1021,christian_300_600,-1.0,
πνευματικός,1019,christian_300_600,-1.0,
διάφορος,1015,christian_300_600,-1.0,
πρόκειμαι,1014,christian_300_600,-1.0,
πρέσβυς,1012,christian_300_600,-1.0,
πούς,1011,christian_300_600,-1.0,
φρονέω,1010,christian_300_600,-1.0,
μεταβολή,1009,christian_300_600,-1.0,
ἀγαπάω,1006,christian_300_600,-1.0,
παρίστημι,1005,christian_300_600,-1.0,
ἑκάτερος,1004,christian_300_600,-1.0,
φύω,999,christian_300_600,-1.0,
πέρας,999,christian_300_600,-1.0,
μήτηρ,996,christian_300_600,-1.0,
βασιλεία,986,christian_300_600,-1.0,
ἵππος,986,christian_300_600,-1.0,
συνεχής,985,christian_300_600,-1.0,
ἤγουν,979,christian_300_600,-1,
θεωρέω,977,christian_300_600,-1.0,
λέξις,975,christian_300_600,-1.0,
πέτρος,973,christian_300_600,-1.0,
ὑπόθεσις,972,christian_300_600,-1.0,
φθορά,972,christian_300_600,4.0,
παραλαμβάνω,970,christian_300_600,-1.0,
ἐχθρός,965,christian_300_600,7.0,
ἐξέρχομαι,960,christian_300_600,-1.0,
δίκη,946,christian_300_600,-1.0,
ἐλέγχω,932,christian_300_600,5,
εἰσέρχομαι,930,christian_300_600,-1.0,
ὑφίστημι,929,christian_300_600,-1.0,
αἵρεσις,928,christian_300_600,1,
ξύλον,927,christian_300_600,-1.0,
διδάσκαλος,926,christian_300_600,-1.0,
ἰακώβου,926,christian_300_600,-1,
χρεία,920,christian_300_600,-1.0,
μαρτυρέω,920,christian_300_600,5.0,
λύω,920,christian_300_600,-1.0,
ἀφικνέομαι,919,christian_300_600,-1.0,
παρουσία,917,christian_300_600,-1.0,
ἀριστοτέλης,917,christian_300_600,-1.0,
ἐνεργέω,914,christian_300_600,-1.0,
πλεῖστος,914,christian_300_600,-1.0,
θεότης,906,christian_300_600,-1.0,
ἀβραάμ,904,christian_300_600,-1.0,
φθείρω,903,christian_300_600,4,
γλῶσσα,901,christian_300_600,-1.0,
ὑπομένω,901,christian_300_600,-1.0,
πίπτω,898,christian_300_600,-1.0,
σοφός,897,christian_300_600,-1.0,
δράω,897,christian_300_600,-1.0,
βλέπω,896,christian_300_600,-1.0,
πλέος,896,christian_300_600,-1,
ψεῦδος,895,christian_300_600,2,
προσήκω,894,christian_300_600,-1.0,
ἀποφαίνω,894,christian_300_600,-1.0,
κηρύσσω,893,christian_300_600,-1.0,
τρεῖς,886,christian_300_600,-1.0,
ἀλλότριος,886,christian_300_600,7,
ποταμός,885,christian_300_600,-1.0,
ἁπλόος,881,christian_300_600,-1.0,
θυσία,878,christian_300_600,-1.0,
φεύγω,872,christian_300_600,-1.0,
ἱερόν,868,christian_300_600,-1.0,
ἄλογος,868,christian_300_600,4,
κτίσις,868,christian_300_600,-1.0,
χωρίζω,868,christian_300_600,1,
σαφής,866,christian_300_600,-1.0,
ὀργή,865,christian_300_600,3,
ὑγρός,860,christian_300_600,-1.0,
ἥσσων,860,christian_300_600,7.0,
φίλος,858,christian_300_600,-1.0,
διαίρεσις,854,christian_300_600,5.0,
νέος,853,christian_300_600,-1.0,
τελευτάω,849,christian_300_600,5,
ἰούδας,849,christian_300_600,-1.0,
φαντασία,844,christian_300_600,1,
προφητεία,840,christian_300_600,-1.0,
βραχύς,836,christian_300_600,-1.0,
τιμάω,829,christian_300_600,-1.0,
προστάσσω,825,christian_300_600,-1.0,
ἐπιδείκνυμι,821,christian_300_600,-1.0,
κωλύω,821,christian_300_600,-1.0,
ἀκολουθέω,820,christian_300_600,-1.0,
στρατιώτης,816,christian_300_600,5.0,
καινός,815,christian_300_600,-1.0,
πόνος,815,christian_300_600,5,
πρᾶξις,814,christian_300_600,-1.0,
τολμάω,811,christian_300_600,-1.0,
αἴγυπτος,811,christian_300_600,6,
μονογενής,811,christian_300_600,-1.0,
θαυμάζω,809,christian_300_600,-1.0,
ἄρσην,809,christian_300_600,-1.0,
κατηγορία,808,christian_300_600,5.0,
ποσός,802,christian_300_600,-1.0,
ἄρχων,801,christian_300_600,6.0,
κρίσις,800,christian_300_600,5.0,
ἐσθίω,797,christian_300_600,-1.0,
κτίζω,797,christian_300_600,-1.0,
προσφέρω,795,christian_300_600,-1.0,
θῆλυς,792,christian_300_600,-1.0,
μυστήριον,789,christian_300_600,-1.0,
παρακαλέω,787,christian_300_600,-1.0,
τύπος,787,christian_300_600,-1.0,
ἐπιφέρω,785,christian_300_600,-1.0,
ναός,782,christian_300_600,-1.0,
οὐράνιος,781,christian_300_600,-1.0,
μυρίος,779,christian_300_600,-1.0,
τρέφω,778,christian_300_600,-1.0,
ταχύς,776,christian_300_600,-1.0,
στόμα,774,christian_300_600,-1.0,
χρῶμα,774,christian_300_600,-1.0,
νύξ,773,christian_300_600,-1.0,
δεινός,770,christian_300_600,7,
μάρτυς,769,christian_300_600,5.0,
προσκυνέω,765,christian_300_600,-1.0,
τύχη,764,christian_300_600,-1.0,
σπουδή,762,christian_300_600,-1.0,
στρατός,761,christian_300_600,5,
βασιλεύω,760,christian_300_600,-1.0,
ἀφαιρέω,760,christian_300_600,-1.0,
ὥρα,759,christian_300_600,-1.0,
κατέχω,759,christian_300_600,5.0,
χωρίον,759,christian_300_600,-1.0,
ἐρῆμος,756,christian_300_600,-1,
δεξιός,754,christian_300_600,-1.0,
διάβολος,752,christian_300_600,1.0,
φώς,752,christian_300_600,-1,
ἐγείρω,750,christian_300_600,-1.0,
ποιότης,749,christian_300_600,-1.0,
καθαρός,746,christian_300_600,-1.0,
ἔννοια,744,christian_300_600,-1.0,
θνητός,742,christian_300_600,-1.0,
ἐντολή,740,christian_300_600,-1.0,
τέκνον,738,christian_300_600,-1.0,
θρόνος,736,christian_300_600,-1.0,
ἀποθνήσκω,734,christian_300_600,5,
διάστημα,734,christian_300_600,-1.0,
φιλόσοφος,733,christian_300_600,-1.0,
λείπω,731,christian_300_600,-1.0,
ἀπέρχομαι,730,christian_300_600,-1.0,
φόβος,730,christian_300_600,-1.0,
φανερός,730,christian_300_600,-1.0,
αἰτέω,729,christian_300_600,-1.0,
δοξάζω,727,christian_300_600,-1.0,
λογίζομαι,727,christian_300_600,-1.0,
εὐθεῖα,727,christian_300_600,-1,
νικάω,726,christian_300_600,-1.0,
πλανάω,725,christian_300_600,1,
πλάτων,724,christian_300_600,-1.0,
φοβέω,722,christian_300_600,-1.0,
καρπός,720,christian_300_600,-1.0,
βιβλίον,717,christian_300_600,-1.0,
ἡδονή,717,christian_300_600,4,
ὀφείλω,717,christian_300_600,-1.0,
παύω,716,christian_300_600,-1.0,
ἀνέχω,711,christian_300_600,-1.0,
προερέω,708,christian_300_600,-1,
ἀπορία,708,christian_300_600,-1.0,
σταυρός,703,christian_300_600,-1.0,
οἰκονομία,703,christian_300_600,-1.0,
ἀκοή,701,christian_300_600,-1.0,
ἀνάγω,699,christian_300_600,-1.0,
Γότθος,696,christian_300_600,-1,
ἀληθινός,693,christian_300_600,-1.0,
Βελισάριος,693,christian_300_600,-1,
τάσσω,692,christian_300_600,-1.0,
παρθένος,691,christian_300_600,-1.0,
λογισμός,690,christian_300_600,-1.0,
ἐρωτάω,689,christian_300_600,-1.0,
νοητός,689,christian_300_600,-1.0,
τίκτω,688,christian_300_600,-1.0,
ἀναβαίνω,686,christian_300_600,-1.0,
σπουδάζω,683,christian_300_600,-1.0,
κοινωνία,682,christian_300_600,-1.0,
ἐπιτίθημι,681,christian_300_600,-1.0,
ἀπόφασις,678,christian_300_600,-1,
πειράω,678,christian_300_600,1,
πλάνη,675,christian_300_600,1,
εἰσάγω,675,christian_300_600,-1.0,
ποιητικός,674,christian_300_600,-1.0,
ἐπιθυμία,673,christian_300_600,4,
πρέπω,673,christian_300_600,-1.0,
δημιουργός,671,christian_300_600,-1.0,
ἐπαγγέλλω,670,christian_300_600,-1.0,
παραγίγνομαι,668,christian_300_600,-1.0,
ἑβραῖος,668,christian_300_600,6,
εὐχή,667,christian_300_600,-1.0,
πορεύω,667,christian_300_600,-1,
ἰσχύω,662,christian_300_600,-1.0,
ὑπόστασις,660,christian_300_600,-1.0,
ναῦς,660,christian_300_600,-1.0,
αἰσθάνομαι,660,christian_300_600,-1.0,
κήρυγμα,660,christian_300_600,-1.0,
διαθήκη,660,christian_300_600,-1.0,
ἐφίστημι,659,christian_300_600,-1.0,
ἀποκρίνω,659,christian_300_600,-1.0,
συνάπτω,658,christian_300_600,-1.0,
ἀπαλλάσσω,657,christian_300_600,-1.0,
εὐσέβιος,657,christian_300_600,-1.0,
συγχωρέω,655,christian_300_600,-1.0,
κακία,653,christian_300_600,7.0,
ἱερουσαλήμ,652,christian_300_600,-1.0,
χριστιανός,650,christian_300_600,-1.0,
ἰακὼβ,650,christian_300_600,-1,
ἐκβάλλω,644,christian_300_600,5,
ἐπαγγελία,644,christian_300_600,-1.0,
δείδω,644,christian_300_600,-1,
ψυχρός,640,christian_300_600,-1.0,
διακρίνω,640,christian_300_600,1,
ἀρκέω,636,christian_300_600,-1.0,
μιμνήσκω,635,christian_300_600,-1.0,
ὀρθός,634,christian_300_600,-1.0,
χαίρω,634,christian_300_600,-1.0,
παιδεύω,632,christian_300_600,-1.0,
σελήνη,631,christian_300_600,-1.0,
ἔλεγχος,631,christian_300_600,5.0,
ἀθάνατος,631,christian_300_600,-1.0,
οἰκία,630,christian_300_600,-1.0,
σκότος,628,christian_300_600,1.0,
σωκράτης,625,christian_300_600,-1.0,
βάλλω,623,christian_300_600,-1.0,
παράδειγμα,622,christian_300_600,-1.0,
συμφέρω,621,christian_300_600,-1.0,
καταλιμπάνω,617,christian_300_600,-1,
παρέρχομαι,615,christian_300_600,-1.0,
διώκω,614,christian_300_600,5.0,
χράομαι,613,christian_300_600,-1,
ἐπίσταμαι,610,christian_300_600,-1.0,
θαῦμα,610,christian_300_600,-1.0,
τέχνη,610,christian_300_600,-1.0,
μαρτυρία,610,christian_300_600,5.0,
κτάομαι,609,christian_300_600,-1.0,
μέτρον,609,christian_300_600,-1.0,
ἐπιφάνεια,608,christian_300_600,-1.0,
μακρός,608,christian_300_600,-1.0,
διαφθείρω,608,christian_300_600,4,
Πέρσης,608,christian_300_600,6,
πολιτεία,607,christian_300_600,-1.0,
ἀκριβής,607,christian_300_600,-1.0,
λανθάνω,601,christian_300_600,2,
σκοπός,600,christian_300_600,-1.0,
εὔχομαι,598,christian_300_600,-1.0,
συνέρχομαι,597,christian_300_600,-1.0,
δαβίδ,597,christian_300_600,-1.0,
ἄτομος,596,christian_300_600,-1.0,
φθάνω,596,christian_300_600,-1.0,
κοινωνέω,594,christian_300_600,-1.0,
φυλή,593,christian_300_600,-1.0,
κύριλλος,593,christian_300_600,-1,
μάχη,592,christian_300_600,5.0,
θυμός,592,christian_300_600,3,
καθαιρέω,588,christian_300_600,1,
ἀσθένεια,587,christian_300_600,4.0,
θεάομαι,585,christian_300_600,-1.0,
ἱκανός,585,christian_300_600,-1.0,
ἀστήρ,583,christian_300_600,-1.0,
ὑπολαμβάνω,583,christian_300_600,-1.0,
ξηρός,581,christian_300_600,-1.0,
συντίθημι,577,christian_300_600,-1.0,
ἔμψυχος,576,christian_300_600,-1.0,
αἰώνιος,575,christian_300_600,-1.0,
αἰγύπτιος,575,christian_300_600,6,
θνήσκω,570,christian_300_600,5,
αὔξησις,570,christian_300_600,-1.0,
μέλας,569,christian_300_600,7.0,
κωνσταντῖνος,569,christian_300_600,-1.0,
κίνδυνος,568,christian_300_600,5.0,
κάθημαι,567,christian_300_600,-1.0,
βαπτίζω,567,christian_300_600,-1.0,
ἀσώματος,566,christian_300_600,-1.0,
κρύπτω,565,christian_300_600,2,
ἀναλαμβάνω,564,christian_300_600,-1.0,
ἔθος,564,christian_300_600,-1.0,
σύνθετος,561,christian_300_600,-1.0,
παρασκευάζω,560,christian_300_600,-1.0,
ἀδικέω,558,christian_300_600,4.0,
ἀξίωμα,558,christian_300_600,-1.0,
ἐπιτελέω,556,christian_300_600,-1.0,
παρατίθημι,554,christian_300_600,-1.0,
ἀίδιος,554,christian_300_600,-1.0,
σωτήριος,554,christian_300_600,-1.0,
νόσος,553,christian_300_600,4,
σύνειμι,552,christian_300_600,-1.0,
τίμιος,551,christian_300_600,-1.0,
βαδίζω,551,christian_300_600,-1.0,
ἀθανάσιος,551,christian_300_600,-1.0,
θαυμαστός,550,christian_300_600,-1.0,
ὑψηλός,550,christian_300_600,-1.0,
ἄμφω,548,christian_300_600,-1.0,
μνήμη,547,christian_300_600,-1.0,
καθολικός,547,christian_300_600,-1.0,
ἁρμόζω,546,christian_300_600,-1.0,
ῥητός,545,christian_300_600,-1.0,
κτίσμα,541,christian_300_600,-1.0,
προέρχομαι,538,christian_300_600,-1.0,
σκοπέω,538,christian_300_600,-1.0,
ἀλέξανδρος,537,christian_300_600,-1.0,
γνωρίζω,535,christian_300_600,-1.0,
σύμπας,534,christian_300_600,-1.0,
ἱστορία,534,christian_300_600,-1.0,
τέσσαρες,534,christian_300_600,-1.0,
εἶμι,534,christian_300_600,-1.0,
κωνσταντινούπολις,533,christian_300_600,-1,
ἀρχιερεύς,531,christian_300_600,6.0,
πρόσειμι,531,christian_300_600,-1.0,
ἰσχύς,531,christian_300_600,-1.0,
ἐάω,530,christian_300_600,-1.0,
βουλή,530,christian_300_600,-1.0,
ἁμάρτημα,528,christian_300_600,7.0,
αἴρω,527,christian_300_600,-1.0,
ἐκτίθημι,527,christian_300_600,-1.0,
χάρισμα,527,christian_300_600,-1.0,
οἶνος,525,christian_300_600,-1.0,
φθέγγομαι,524,christian_300_600,-1.0,
ἐπιτήδειος,522,christian_300_600,-1.0,
ἔθω,522,christian_300_600,-1,
ζώιον,522,christian_300_600,-1,
στέρησις,522,christian_300_600,-1.0,
θεραπεύω,521,christian_300_600,-1.0,
ἄρτος,520,christian_300_600,-1.0,
μέλος,519,christian_300_600,-1.0,
κατορθόω,519,christian_300_600,-1,
εὐαγγελιστής,519,christian_300_600,-1,
ἀνοίγνυμι,517,christian_300_600,-1.0,
ἐναντίον,517,christian_300_600,7.0,
οἰκοδομέω,517,christian_300_600,-1.0,
εἴδωλον,516,christian_300_600,1.0,
λαμπρός,515,christian_300_600,-1.0,
περιτομή,515,christian_300_600,-1.0,
στρατηγός,514,christian_300_600,5.0,
ἀναγιγνώσκω,514,christian_300_600,-1.0,
ποιητής,514,christian_300_600,-1.0,
τιμωρία,512,christian_300_600,1,
περισσός,512,christian_300_600,-1.0,
ἱεροσόλυμα,512,christian_300_600,-1.0,
βαρύς,509,christian_300_600,5.0,
πέρσης,509,christian_300_600,6,
ἀναφέρω,508,christian_300_600,-1.0,
προσάγω,506,christian_300_600,-1.0,
πρόφασις,506,christian_300_600,-1.0,
βασιλικός,505,christian_300_600,-1.0,
μηδείς,504,christian_300_600,-1.0,
ἀόρατος,504,christian_300_600,-1.0,
ἀπορέω,504,christian_300_600,-1.0,
ἐπιτρέπω,502,christian_300_600,-1.0,
χείρων,501,christian_300_600,-1.0,
πρόνοια,500,christian_300_600,-1.0,
βάπτισμα,498,christian_300_600,-1.0,
ἀδάμ,497,christian_300_600,-1.0,
πρόειμι,496,christian_300_600,-1.0,
ἀσθενής,494,christian_300_600,-1.0,
προσέχω,493,christian_300_600,-1.0,
κατοικέω,493,christian_300_600,-1.0,
γάμος,493,christian_300_600,-1.0,
γραμμή,493,christian_300_600,-1.0,
τρέπω,492,christian_300_600,-1.0,
προφητεύω,492,christian_300_600,-1.0,
πρόβατον,492,christian_300_600,-1.0,
θύω,490,christian_300_600,-1.0,
τηρέω,488,christian_300_600,-1.0,
ἵημι,488,christian_300_600,-1.0,
ἄρειος,488,christian_300_600,-1.0,
ἀρνέομαι,486,christian_300_600,1,
ἀπάτη,486,christian_300_600,2.0,
φιλοσοφία,485,christian_300_600,-1.0,
προσέρχομαι,482,christian_300_600,-1.0,
κομίζω,482,christian_300_600,-1.0,
ἁλίσκομαι,482,christian_300_600,-1.0,
ἀναγκάζω,481,christian_300_600,5.0,
βασίλειον,479,christian_300_600,-1,
ψαλμός,478,christian_300_600,-1.0,
ἀπολαύω,478,christian_300_600,-1.0,
προαίρεσις,477,christian_300_600,-1.0,
τελέω,476,christian_300_600,-1.0,
ἀρχαῖος,476,christian_300_600,-1.0,
παιδίον,476,christian_300_600,-1.0,
ὑπερβολή,475,christian_300_600,-1.0,
ὄργανον,475,christian_300_600,-1.0,
ἐμφαίνω,474,christian_300_600,-1.0,
διηγέομαι,474,christian_300_600,-1.0,
μορφή,473,christian_300_600,-1.0,
φυτόν,473,christian_300_600,-1.0,
θέλημα,473,christian_300_600,-1.0,
ὁρατός,471,christian_300_600,-1.0,
χαλεπός,471,christian_300_600,5.0,
ἁφή,470,christian_300_600,-1.0,
οἶος,470,christian_300_600,-1,
θεωρία,467,christian_300_600,-1.0,
ὁρμάω,465,christian_300_600,-1.0,
γνώριμος,464,christian_300_600,-1.0,
ἐπαινέω,464,christian_300_600,-1.0,
φιλανθρωπία,462,christian_300_600,-1.0,
ἀγών,462,christian_300_600,-1.0,
ἐπιγιγνώσκω,462,christian_300_600,-1,
μωσῆς,460,christian_300_600,-1.0,
θαρσέω,460,christian_300_600,-1.0,
ἐπιστέλλω,460,christian_300_600,-1.0,
ἄκρον,459,christian_300_600,-1.0,
ἐπινοέω,458,christian_300_600,-1.0,
πυνθάνομαι,458,christian_300_600,-1.0,
μείς,457,christian_300_600,-1.0,
λυπέω,456,christian_300_600,-1,
τελειόω,455,christian_300_600,-1,
βουλεύω,455,christian_300_600,-1.0,
αἰσθητήριον,455,christian_300_600,-1.0,
συζυγία,455,christian_300_600,-1.0,
ἀσεβής,453,christian_300_600,1.0,
μεταλαμβάνω,452,christian_300_600,-1.0,
προσηγορία,452,christian_300_600,-1.0,
ἐπικαλέω,452,christian_300_600,-1.0,
ἐντυγχάνω,452,christian_300_600,-1.0,
τέταρτος,452,christian_300_600,-1.0,
ἀλεξάνδρεια,451,christian_300_600,-1,
ἕξις,451,christian_300_600,-1.0,
ῥώμη,450,christian_300_600,-1.0,
θεσπέσιος,449,christian_300_600,-1.0,
μνημονεύω,447,christian_300_600,-1.0,
ἑορτή,447,christian_300_600,-1.0,
στάσις,446,christian_300_600,-1.0,
ἐννοέω,446,christian_300_600,-1.0,
ἀντιλαμβάνω,446,christian_300_600,-1.0,
προβάλλω,445,christian_300_600,-1,
ἀλλοίωσις,444,christian_300_600,-1.0,
ὁμοούσιος,444,christian_300_600,-1.0,
ἐπιχειρέω,443,christian_300_600,-1.0,
ἀκίνητος,441,christian_300_600,-1.0,
ἀποκτείνω,440,christian_300_600,5.0,
δεσμός,439,christian_300_600,5,
ὑμέτερος,439,christian_300_600,-1.0,
διίστημι,438,christian_300_600,-1,
ἕλκω,437,christian_300_600,-1.0,
θέσις,437,christian_300_600,-1.0,
ἀσέβεια,437,christian_300_600,1.0,
ἐπιστρέφω,436,christian_300_600,5,
καταβαίνω,436,christian_300_600,-1.0,
τεῖχος,436,christian_300_600,-1.0,
διέρχομαι,435,christian_300_600,-1.0,
μισέω,432,christian_300_600,3.0,
ἀμείνων,432,christian_300_600,-1,
παρρησία,431,christian_300_600,-1.0,
ὑποτάσσω,430,christian_300_600,-1.0,
ἔξεστι,429,christian_300_600,-1.0,
γενητός,429,christian_300_600,-1.0,
πλοῦτος,428,christian_300_600,-1.0,
πλήρης,427,christian_300_600,-1.0,
συνίημι,427,christian_300_600,-1.0,
μωυσῆς,427,christian_300_600,-1,
λέων,426,christian_300_600,-1.0,
ἔγκλημα,426,christian_300_600,5.0,
καταλύω,425,christian_300_600,-1.0,
πρωτότοκος,425,christian_300_600,-1.0,
θηρίον,423,christian_300_600,1.0,
κόλασις,422,christian_300_600,1,
ἀπαγγέλλω,422,christian_300_600,-1.0,
προλαμβάνω,421,christian_300_600,-1.0,
ἐμβάλλω,420,christian_300_600,-1.0,
κωνστάντιος,420,christian_300_600,-1,
πληγή,419,christian_300_600,5.0,
προτίθημι,416,christian_300_600,-1.0,
φιλέω,416,christian_300_600,-1.0,
ἰσχυρός,414,christian_300_600,-1.0,
ἀξία,414,christian_300_600,-1,
βεβαιόω,413,christian_300_600,-1,
βάθος,413,christian_300_600,-1.0,
ἄπιστος,412,christian_300_600,1,
σωματικός,411,christian_300_600,-1.0,
σύγκειμαι,411,christian_300_600,-1.0,
φρόνημα,410,christian_300_600,-1.0,
πρόσταγμα,409,christian_300_600,-1,
πύλη,409,christian_300_600,-1.0,
χωριστός,409,christian_300_600,-1,
ἀγαπητός,409,christian_300_600,-1.0,
πίνω,409,christian_300_600,-1.0,
ἀδικία,408,christian_300_600,4.0,
ἱερός,407,christian_300_600,-1.0,
οἰκουμένη,407,christian_300_600,-1.0,
συλλαμβάνω,406,christian_300_600,-1.0,
προσαγορεύω,406,christian_300_600,-1.0,
θερμότης,405,christian_300_600,-1.0,
ἑρμηνεύω,405,christian_300_600,-1.0,
θύρα,404,christian_300_600,-1.0,
πηγή,403,christian_300_600,-1.0,
μετρέω,400,christian_300_600,-1.0,
δικαιόω,400,christian_300_600,-1.0,
διάκονος,399,christian_300_600,-1.0,
στέφανος,399,christian_300_600,-1.0,
πεῖρα,398,christian_300_600,-1.0,
συμφορά,398,christian_300_600,-1.0,
θεοφιλής,398,christian_300_600,-1.0,
λόγιον,397,christian_300_600,-1.0,
ἐπέρχομαι,397,christian_300_600,-1.0,
ἐνδείκνυμι,395,christian_300_600,-1.0,
ἀποστολικός,394,christian_300_600,-1.0,
ἐναντιόομαι,394,christian_300_600,1,
περιπατέω,394,christian_300_600,-1.0,
ταράσσω,393,christian_300_600,5.0,
στράτευμα,392,christian_300_600,5,
ὠφελέω,391,christian_300_600,-1.0,
διαβάλλω,391,christian_300_600,1,
νικαία,391,christian_300_600,-1,
αἰσχρός,390,christian_300_600,4.0,
θυγάτηρ,387,christian_300_600,-1.0,
ἀντικείμενος,387,christian_300_600,7,
μετάνοια,386,christian_300_600,-1.0,
ἀπέχω,386,christian_300_600,-1.0,
ψεύδω,385,christian_300_600,2.0,
ἰουδαία,384,christian_300_600,-1.0,
ποιμήν,384,christian_300_600,-1.0,
ἀνίημι,383,christian_300_600,-1.0,
ὀστέον,383,christian_300_600,-1.0,
δουλεύω,383,christian_300_600,-1.0,
ἀφίστημι,382,christian_300_600,1,
ἱμάτιον,381,christian_300_600,-1.0,
βιάζω,381,christian_300_600,5.0,
πραγματεία,380,christian_300_600,-1.0,
συλλογίζομαι,380,christian_300_600,-1,
ἀντιστρέφω,380,christian_300_600,-1.0,
περίβολος,379,christian_300_600,-1,
στρατόπεδον,379,christian_300_600,5,
πόσος,378,christian_300_600,-1.0,
μίγνυμι,378,christian_300_600,-1,
περιβάλλω,377,christian_300_600,-1.0,
εὐσεβής,376,christian_300_600,-1.0,
παραιτέομαι,376,christian_300_600,1,
δῆμος,375,christian_300_600,-1.0,
κολάζω,375,christian_300_600,1,
τριάς,375,christian_300_600,-1.0,
πειρασμός,375,christian_300_600,1,
ἁμαρτωλός,374,christian_300_600,7.0,
ἀνατίθημι,374,christian_300_600,-1.0,
ὄχλος,373,christian_300_600,-1.0,
νίκη,373,christian_300_600,-1.0,
βοῦς,373,christian_300_600,-1.0,
ψόφος,373,christian_300_600,-1.0,
πλάσσω,372,christian_300_600,-1,
ἐλπίζω,372,christian_300_600,-1.0,
εὐαγγελικός,371,christian_300_600,-1.0,
ἐλαύνω,371,christian_300_600,-1,
συμβάλλω,371,christian_300_600,-1.0,
αὐτόματος,370,christian_300_600,-1.0,
ἄψυχος,370,christian_300_600,-1.0,
μάχομαι,370,christian_300_600,5.0,
σύνεσις,370,christian_300_600,-1.0,
ἀπατάω,370,christian_300_600,2,
ἀπολαμβάνω,370,christian_300_600,-1.0,
ἔλεος,369,christian_300_600,-1.0,
ἀφανίζω,369,christian_300_600,5,
μῶμος,369,christian_300_600,4,
ἄστρον,368,christian_300_600,-1.0,
ἡλικία,367,christian_300_600,-1.0,
βοάω,366,christian_300_600,-1.0,
μωϋσῆς,365,christian_300_600,-1.0,
προίστημι,364,christian_300_600,-1,
φιλία,364,christian_300_600,-1.0,
ἀπάγω,363,christian_300_600,-1.0,
ἄγνοια,363,christian_300_600,4,
μισθός,363,christian_300_600,-1.0,
φυλακή,362,christian_300_600,5.0,
διαλύω,362,christian_300_600,-1.0,
ἐπιλέγω,362,christian_300_600,-1.0,
στέλλω,362,christian_300_600,-1,
ἐπανέρχομαι,361,christian_300_600,-1.0,
κράτος,361,christian_300_600,-1.0,
ἀληθεύω,361,christian_300_600,-1.0,
διασῴζω,360,christian_300_600,-1,
δέκα,360,christian_300_600,-1,
ἀναχωρέω,359,christian_300_600,-1,
εὐλογέω,359,christian_300_600,-1.0,
χρήσιμος,359,christian_300_600,-1.0,
ἀκόλουθος,359,christian_300_600,-1.0,
ἐπαίρω,359,christian_300_600,-1.0,
ἐναργής,358,christian_300_600,-1.0,
κατάφασις,358,christian_300_600,-1.0,
